order_id,customer_id,order_date,order_status,payment_method,shipping_method,shipping_cost,tax_amount,discount_amount,total_amount,created_at,updated_at
14378,3100,2025-06-24 03:10:15,Completed,Credit Card,Next Day,12.59,224.22,0.0,3039.62,2025-06-24 03:10:15,2025-06-24 03:10:15
14379,2098,2025-07-07 00:51:09,Completed,Credit Card,Express,10.89,168.42,0.0,2284.5,2025-07-07 00:51:09,2025-07-07 00:51:09
14380,491,2025-08-08 12:02:06,Completed,PayPal,Standard,10.99,276.82,0.0,3748.03,2025-08-08 12:02:06,2025-08-08 12:02:06
14381,4806,2025-09-20 16:36:06,Completed,Credit Card,Next Day,8.67,525.38,0.0,7101.32,2025-09-20 16:36:06,2025-09-20 16:36:06
14382,1329,2025-12-26 03:57:43,Completed,Gift Card,Express,9.39,89.53,0.0,1218.07,2025-12-26 03:57:43,2025-12-26 03:57:43
14383,1129,2025-07-13 20:48:36,Completed,Credit Card,Next Day,10.99,53.32,0.0,730.85,2025-07-13 20:48:36,2025-07-13 20:48:36
14384,4423,2025-02-07 21:57:13,Cancelled,Gift Card,Standard,20.49,185.28,0.0,2521.77,2025-02-07 21:57:13,2025-02-07 21:57:13
14385,4194,2025-09-24 07:48:14,Completed,PayPal,Next Day,14.66,565.39,7.55,7639.83,2025-09-24 07:48:14,2025-09-24 07:48:14
14386,2525,2025-02-26 10:22:22,Cancelled,Gift Card,Standard,22.13,226.87,0.0,3084.91,2025-02-26 10:22:22,2025-02-26 10:22:22
14387,3498,2025-11-26 04:36:38,Completed,Credit Card,Standard,18.71,516.9,0.0,6996.9,2025-11-26 04:36:38,2025-11-26 04:36:38
14388,2136,2025-03-01 11:40:57,Completed,Credit Card,Express,21.26,567.31,0.0,7679.93,2025-03-01 11:40:57,2025-03-01 11:40:57
14389,4102,2025-02-16 12:58:42,Completed,Credit Card,Standard,16.91,280.71,0.0,3806.53,2025-02-16 12:58:42,2025-02-16 12:58:42
14390,3164,2025-12-04 05:34:39,Completed,Debit Card,Express,16.31,261.86,0.0,3551.48,2025-12-04 05:34:39,2025-12-04 05:34:39
14391,2507,2025-12-08 12:44:11,Cancelled,Credit Card,Express,2.66,114.84,0.0,1553.02,2025-12-08 12:44:11,2025-12-08 12:44:11
14392,2563,2025-12-06 00:52:52,Completed,Credit Card,Standard,14.59,268.17,37.24,3597.65,2025-12-06 00:52:52,2025-12-06 00:52:52
14393,1527,2025-06-07 01:00:52,Completed,Gift Card,Standard,1.84,179.94,21.0,2410.01,2025-06-07 01:00:52,2025-06-07 01:00:52
14394,2999,2025-12-23 17:30:28,Pending,Credit Card,Next Day,0.74,248.14,21.56,3329.12,2025-12-23 17:30:28,2025-12-23 17:30:28
14395,2330,2025-03-15 23:00:53,Returned,Gift Card,Next Day,23.97,348.84,0.0,4733.34,2025-03-15 23:00:53,2025-03-15 23:00:53
14396,3758,2025-08-14 07:03:34,Cancelled,Credit Card,Standard,16.78,284.55,25.72,3832.51,2025-08-14 07:03:34,2025-08-14 07:03:34
14397,4292,2025-07-30 17:43:33,Pending,Credit Card,Standard,15.05,152.58,0.0,2074.94,2025-07-30 17:43:33,2025-07-30 17:43:33
14398,3238,2025-11-10 08:40:12,Cancelled,Gift Card,Next Day,14.4,49.7,49.09,636.21,2025-11-10 08:40:12,2025-11-10 08:40:12
14399,3987,2025-05-01 13:14:20,Completed,Debit Card,Express,2.5,24.78,13.07,323.93,2025-05-01 13:14:20,2025-05-01 13:14:20
14400,4349,2025-06-29 23:18:04,Completed,PayPal,Next Day,17.66,208.62,0.0,2834.08,2025-06-29 23:18:04,2025-06-29 23:18:04
14401,2060,2025-04-09 02:18:09,Completed,Debit Card,Standard,3.6,83.96,0.0,1137.08,2025-04-09 02:18:09,2025-04-09 02:18:09
14402,1226,2025-11-25 10:39:26,Cancelled,Debit Card,Next Day,14.82,204.09,0.0,2769.98,2025-11-25 10:39:26,2025-11-25 10:39:26
14403,364,2025-07-28 07:54:12,Completed,PayPal,Next Day,7.0,103.88,34.51,1374.91,2025-07-28 07:54:12,2025-07-28 07:54:12
14404,3382,2025-10-18 08:47:07,Cancelled,PayPal,Standard,13.38,381.04,7.46,5150.0,2025-10-18 08:47:07,2025-10-18 08:47:07
14405,18,2025-06-24 20:04:00,Cancelled,Gift Card,Express,8.08,130.67,0.0,1772.13,2025-06-24 20:04:00,2025-06-24 20:04:00
14406,1103,2026-01-06 15:03:32,Completed,PayPal,Express,1.23,379.32,0.0,5122.09,2026-01-06 15:03:32,2026-01-06 15:03:32
14407,615,2025-03-18 18:17:08,Cancelled,Debit Card,Next Day,16.27,284.71,43.75,3816.09,2025-03-18 18:17:08,2025-03-18 18:17:08
14408,1717,2025-03-24 20:46:45,Pending,Gift Card,Express,14.31,168.72,0.0,2292.03,2025-03-24 20:46:45,2025-03-24 20:46:45
14409,4513,2025-06-04 20:16:04,Pending,Gift Card,Standard,19.77,206.84,12.86,2799.27,2025-06-04 20:16:04,2025-06-04 20:16:04
14410,1873,2025-03-04 16:53:08,Pending,Gift Card,Express,15.54,157.83,0.0,2146.2,2025-03-04 16:53:08,2025-03-04 16:53:08
14411,2729,2025-03-17 09:47:23,Pending,Gift Card,Express,24.01,122.79,5.83,1675.89,2025-03-17 09:47:23,2025-03-17 09:47:23
14412,3479,2025-06-30 17:26:31,Pending,Debit Card,Express,19.6,261.82,0.0,3554.13,2025-06-30 17:26:31,2025-06-30 17:26:31
14413,4562,2025-02-16 17:52:21,Completed,Debit Card,Express,5.54,354.63,25.38,4767.64,2025-02-16 17:52:21,2025-02-16 17:52:21
14414,249,2025-07-24 21:36:48,Completed,Debit Card,Next Day,7.22,285.19,0.0,3857.3,2025-07-24 21:36:48,2025-07-24 21:36:48
14415,2046,2026-01-26 14:21:36,Completed,Debit Card,Express,23.0,686.72,0.0,9293.69,2026-01-26 14:21:36,2026-01-26 14:21:36
14416,3643,2025-07-19 07:57:10,Completed,PayPal,Standard,13.2,167.41,0.0,2273.23,2025-07-19 07:57:10,2025-07-19 07:57:10
14417,2702,2025-07-19 11:29:49,Completed,PayPal,Standard,24.85,53.46,39.72,706.81,2025-07-19 11:29:49,2025-07-19 11:29:49
14418,3654,2025-08-29 10:34:19,Completed,Debit Card,Next Day,13.54,415.23,5.1,5614.06,2025-08-29 10:34:19,2025-08-29 10:34:19
14419,4514,2025-09-18 11:30:45,Completed,PayPal,Standard,15.33,483.71,0.0,6545.4,2025-09-18 11:30:45,2025-09-18 11:30:45
14420,3367,2025-02-18 11:43:32,Completed,Debit Card,Standard,5.15,390.3,0.0,5274.17,2025-02-18 11:43:32,2025-02-18 11:43:32
14421,2866,2025-02-17 12:40:24,Completed,Credit Card,Standard,22.37,59.58,0.0,826.76,2025-02-17 12:40:24,2025-02-17 12:40:24
14422,3810,2025-07-24 23:16:16,Returned,Gift Card,Standard,9.55,390.15,1.32,5275.23,2025-07-24 23:16:16,2025-07-24 23:16:16
14423,4969,2025-11-06 09:53:24,Completed,PayPal,Express,17.51,83.55,0.0,1145.4,2025-11-06 09:53:24,2025-11-06 09:53:24
14424,730,2025-05-08 21:33:28,Completed,Gift Card,Express,10.51,315.54,0.0,4270.25,2025-05-08 21:33:28,2025-05-08 21:33:28
14425,944,2025-06-18 19:26:58,Pending,Credit Card,Express,17.99,626.18,15.39,8456.05,2025-06-18 19:26:58,2025-06-18 19:26:58
14426,430,2025-03-19 03:27:37,Pending,PayPal,Next Day,14.83,658.85,0.0,8909.3,2025-03-19 03:27:37,2025-03-19 03:27:37
14427,3673,2025-03-24 11:14:13,Completed,Credit Card,Express,10.24,154.87,14.5,2086.47,2025-03-24 11:14:13,2025-03-24 11:14:13
14428,4975,2025-03-12 16:06:59,Completed,Debit Card,Express,21.16,560.11,0.0,7582.67,2025-03-12 16:06:59,2025-03-12 16:06:59
14429,1885,2025-04-09 16:19:19,Completed,Gift Card,Standard,12.94,139.3,0.0,1893.55,2025-04-09 16:19:19,2025-04-09 16:19:19
14430,4840,2026-01-13 22:59:47,Completed,Gift Card,Standard,9.85,294.22,2.28,3979.55,2026-01-13 22:59:47,2026-01-13 22:59:47
14431,3973,2025-11-27 16:18:52,Pending,Debit Card,Express,19.48,476.1,0.0,6446.82,2025-11-27 16:18:52,2025-11-27 16:18:52
14432,3133,2025-10-19 01:36:33,Completed,Credit Card,Standard,7.9,8.19,0.0,118.41,2025-10-19 01:36:33,2025-10-19 01:36:33
14433,315,2025-12-10 20:34:04,Cancelled,Gift Card,Express,8.49,132.3,18.0,1776.48,2025-12-10 20:34:04,2025-12-10 20:34:04
14434,4296,2025-09-30 16:36:39,Completed,Credit Card,Standard,14.77,498.22,0.0,6740.69,2025-09-30 16:36:39,2025-09-30 16:36:39
14435,4397,2025-03-07 00:19:14,Returned,Gift Card,Express,13.97,182.11,0.0,2472.45,2025-03-07 00:19:14,2025-03-07 00:19:14
14436,1302,2026-01-21 22:24:32,Completed,PayPal,Express,19.25,62.82,0.0,867.28,2026-01-21 22:24:32,2026-01-21 22:24:32
14437,4771,2025-07-22 04:09:16,Pending,Debit Card,Next Day,8.38,188.5,0.0,2553.15,2025-07-22 04:09:16,2025-07-22 04:09:16
14438,3956,2026-01-11 06:42:41,Completed,PayPal,Next Day,22.22,93.79,0.0,1288.44,2026-01-11 06:42:41,2026-01-11 06:42:41
14439,1964,2025-10-19 18:38:39,Completed,Gift Card,Next Day,14.37,130.97,0.0,1782.42,2025-10-19 18:38:39,2025-10-19 18:38:39
14440,3501,2025-02-09 20:36:20,Completed,Gift Card,Next Day,18.17,84.16,41.96,1112.38,2025-02-09 20:36:20,2025-02-09 20:36:20
14441,4926,2025-11-04 23:19:29,Completed,Credit Card,Standard,11.91,393.21,0.0,5320.26,2025-11-04 23:19:29,2025-11-04 23:19:29
14442,1317,2025-07-11 04:41:05,Completed,PayPal,Express,8.63,43.63,14.18,583.49,2025-07-11 04:41:05,2025-07-11 04:41:05
14443,4345,2026-01-21 21:40:20,Cancelled,PayPal,Express,19.08,8.82,14.42,123.78,2026-01-21 21:40:20,2026-01-21 21:40:20
14444,2793,2025-04-16 15:11:22,Completed,PayPal,Express,12.62,238.68,0.0,3234.75,2025-04-16 15:11:22,2025-04-16 15:11:22
14445,4113,2025-03-23 07:14:24,Completed,PayPal,Standard,17.45,280.99,0.0,3810.86,2025-03-23 07:14:24,2025-03-23 07:14:24
14446,3829,2025-07-03 00:57:17,Completed,Gift Card,Next Day,6.0,97.4,0.0,1320.89,2025-07-03 00:57:17,2025-07-03 00:57:17
14447,3056,2026-01-31 14:18:12,Pending,Debit Card,Standard,19.36,28.68,0.0,406.48,2026-01-31 14:18:12,2026-01-31 14:18:12
14448,872,2025-08-18 02:08:01,Pending,Debit Card,Standard,1.82,242.54,29.69,3246.43,2025-08-18 02:08:01,2025-08-18 02:08:01
14449,2564,2026-01-13 11:06:49,Completed,PayPal,Standard,24.99,19.56,0.0,289.03,2026-01-13 11:06:49,2026-01-13 11:06:49
14450,3604,2025-04-10 06:57:39,Completed,Gift Card,Next Day,15.77,342.06,0.0,4633.57,2025-04-10 06:57:39,2025-04-10 06:57:39
14451,252,2025-10-23 20:17:45,Cancelled,Credit Card,Next Day,15.71,109.42,28.2,1464.66,2025-10-23 20:17:45,2025-10-23 20:17:45
14452,2503,2025-10-09 22:48:53,Completed,Credit Card,Standard,23.75,178.53,0.0,2433.92,2025-10-09 22:48:53,2025-10-09 22:48:53
14453,1141,2025-02-26 05:42:32,Completed,PayPal,Express,7.36,20.0,21.73,255.69,2025-02-26 05:42:32,2025-02-26 05:42:32
14454,1966,2025-03-12 03:41:39,Completed,Debit Card,Next Day,12.84,219.78,0.0,2979.93,2025-03-12 03:41:39,2025-03-12 03:41:39
14455,1110,2025-10-29 12:37:28,Pending,PayPal,Next Day,2.67,2.88,0.0,41.52,2025-10-29 12:37:28,2025-10-29 12:37:28
14456,3914,2025-10-14 09:21:54,Completed,Credit Card,Next Day,14.61,424.88,0.0,5750.53,2025-10-14 09:21:54,2025-10-14 09:21:54
14457,295,2025-11-22 10:00:39,Completed,Gift Card,Next Day,22.35,166.65,0.0,2272.14,2025-11-22 10:00:39,2025-11-22 10:00:39
14458,1418,2025-08-07 05:47:44,Completed,Gift Card,Standard,4.54,613.74,0.0,8290.05,2025-08-07 05:47:44,2025-08-07 05:47:44
14459,677,2025-02-19 05:35:53,Pending,Gift Card,Next Day,8.52,181.18,0.0,2454.46,2025-02-19 05:35:53,2025-02-19 05:35:53
14460,3802,2025-06-21 07:05:26,Cancelled,Credit Card,Express,6.36,359.95,26.36,4839.31,2025-06-21 07:05:26,2025-06-21 07:05:26
14461,1167,2025-09-17 06:16:32,Completed,PayPal,Express,4.1,320.23,0.0,4327.16,2025-09-17 06:16:32,2025-09-17 06:16:32
14462,860,2025-02-20 21:48:55,Pending,Credit Card,Standard,22.22,223.65,0.0,3041.46,2025-02-20 21:48:55,2025-02-20 21:48:55
14463,742,2025-05-19 17:58:07,Completed,Credit Card,Next Day,7.36,205.42,0.0,2780.56,2025-05-19 17:58:07,2025-05-19 17:58:07
14464,4688,2025-02-15 06:37:51,Completed,Gift Card,Express,21.68,360.37,0.0,4886.67,2025-02-15 06:37:51,2025-02-15 06:37:51
14465,535,2025-04-18 17:34:05,Completed,Gift Card,Standard,2.72,248.16,0.0,3352.9,2025-04-18 17:34:05,2025-04-18 17:34:05
14466,2707,2025-04-13 09:38:19,Completed,Debit Card,Next Day,23.84,87.73,15.56,1192.64,2025-04-13 09:38:19,2025-04-13 09:38:19
14467,3054,2025-02-24 21:58:18,Completed,PayPal,Next Day,21.11,211.72,0.0,2879.33,2025-02-24 21:58:18,2025-02-24 21:58:18
14468,4285,2026-01-18 19:39:01,Completed,Credit Card,Standard,8.41,154.95,0.0,2100.28,2026-01-18 19:39:01,2026-01-18 19:39:01
14469,3071,2025-06-22 01:56:06,Pending,Gift Card,Express,23.2,664.8,0.0,8997.99,2025-06-22 01:56:06,2025-06-22 01:56:06
14470,2670,2025-07-04 10:43:28,Completed,Debit Card,Standard,10.37,548.0,0.0,7408.34,2025-07-04 10:43:28,2025-07-04 10:43:28
14471,1531,2025-10-19 11:51:22,Cancelled,Debit Card,Standard,1.29,123.36,19.17,1647.53,2025-10-19 11:51:22,2025-10-19 11:51:22
14472,4902,2025-09-27 14:24:01,Completed,Credit Card,Express,3.39,356.37,0.0,4814.43,2025-09-27 14:24:01,2025-09-27 14:24:01
14473,450,2026-01-25 13:37:36,Pending,Gift Card,Next Day,24.31,32.76,0.0,466.57,2026-01-25 13:37:36,2026-01-25 13:37:36
14474,4059,2025-11-29 10:41:27,Returned,Debit Card,Express,8.13,53.48,0.0,730.11,2025-11-29 10:41:27,2025-11-29 10:41:27
14475,3364,2025-04-09 02:56:29,Pending,Gift Card,Express,7.92,295.55,0.0,3997.81,2025-04-09 02:56:29,2025-04-09 02:56:29
14476,1405,2025-10-24 01:29:48,Completed,Gift Card,Express,11.21,277.43,0.0,3756.51,2025-10-24 01:29:48,2025-10-24 01:29:48
14477,4124,2025-03-04 10:31:24,Completed,Debit Card,Next Day,17.49,161.97,27.93,2176.18,2025-03-04 10:31:24,2025-03-04 10:31:24
14478,3089,2025-06-05 20:34:34,Cancelled,Gift Card,Next Day,7.92,39.24,0.0,537.6,2025-06-05 20:34:34,2025-06-05 20:34:34
14479,4813,2025-03-15 20:11:10,Completed,Gift Card,Express,20.34,502.88,0.0,6809.25,2025-03-15 20:11:10,2025-03-15 20:11:10
14480,490,2026-01-12 18:22:36,Pending,Gift Card,Next Day,23.19,552.65,0.0,7484.02,2026-01-12 18:22:36,2026-01-12 18:22:36
14481,3769,2025-02-25 06:22:43,Completed,Credit Card,Standard,9.68,540.77,0.0,7310.08,2025-02-25 06:22:43,2025-02-25 06:22:43
14482,3808,2025-07-06 02:36:44,Cancelled,Gift Card,Express,20.73,162.48,0.0,2214.15,2025-07-06 02:36:44,2025-07-06 02:36:44
14483,3382,2025-10-06 21:39:14,Completed,PayPal,Standard,2.1,261.24,0.0,3528.87,2025-10-06 21:39:14,2025-10-06 21:39:14
14484,1323,2025-06-30 13:37:11,Completed,Gift Card,Standard,11.31,88.17,0.0,1201.59,2025-06-30 13:37:11,2025-06-30 13:37:11
14485,4815,2025-11-20 01:56:50,Completed,Gift Card,Standard,7.65,187.93,27.66,2517.06,2025-11-20 01:56:50,2025-11-20 01:56:50
14486,4756,2025-08-21 21:00:05,Completed,Debit Card,Next Day,0.35,122.71,27.61,1629.27,2025-08-21 21:00:05,2025-08-21 21:00:05
14487,1572,2025-05-11 02:47:23,Completed,PayPal,Express,2.8,312.41,0.0,4220.28,2025-05-11 02:47:23,2025-05-11 02:47:23
14488,1232,2026-01-14 23:23:16,Cancelled,Gift Card,Next Day,0.67,72.48,37.24,941.91,2026-01-14 23:23:16,2026-01-14 23:23:16
14489,287,2025-04-22 04:43:59,Completed,Debit Card,Express,12.41,21.26,46.4,253.05,2025-04-22 04:43:59,2025-04-22 04:43:59
14490,2151,2025-06-04 09:15:54,Completed,PayPal,Next Day,5.64,136.63,28.52,1821.61,2025-06-04 09:15:54,2025-06-04 09:15:54
14491,3969,2025-06-09 13:55:09,Completed,PayPal,Express,9.5,105.14,0.0,1428.94,2025-06-09 13:55:09,2025-06-09 13:55:09
14492,2724,2025-06-26 02:47:11,Completed,PayPal,Express,11.12,252.09,0.0,3414.36,2025-06-26 02:47:11,2025-06-26 02:47:11
14493,3654,2025-11-22 12:54:03,Completed,Credit Card,Express,16.24,52.67,0.0,727.26,2025-11-22 12:54:03,2025-11-22 12:54:03
14494,3626,2025-04-11 18:42:30,Completed,Debit Card,Next Day,15.63,291.84,0.0,3955.44,2025-04-11 18:42:30,2025-04-11 18:42:30
14495,529,2025-06-08 23:33:17,Completed,Gift Card,Next Day,0.8,315.84,0.0,4264.69,2025-06-08 23:33:17,2025-06-08 23:33:17
14496,1955,2025-09-18 11:15:22,Cancelled,Credit Card,Standard,0.87,542.78,0.0,7328.39,2025-09-18 11:15:22,2025-09-18 11:15:22
14497,2640,2025-12-09 12:48:30,Completed,Gift Card,Standard,23.74,282.06,0.0,3831.57,2025-12-09 12:48:30,2025-12-09 12:48:30
14498,2664,2025-05-22 11:28:17,Completed,PayPal,Express,10.55,520.27,0.0,7034.16,2025-05-22 11:28:17,2025-05-22 11:28:17
14499,2102,2025-06-18 07:45:43,Completed,Debit Card,Standard,20.18,80.93,0.0,1112.77,2025-06-18 07:45:43,2025-06-18 07:45:43
14500,3037,2025-10-31 10:56:26,Cancelled,Gift Card,Express,24.93,162.95,48.3,2176.45,2025-10-31 10:56:26,2025-10-31 10:56:26
14501,4628,2025-07-01 09:15:56,Completed,Debit Card,Express,23.57,252.33,0.0,3430.02,2025-07-01 09:15:56,2025-07-01 09:15:56
14502,1995,2025-04-16 08:22:24,Completed,PayPal,Next Day,0.09,422.37,0.0,5702.11,2025-04-16 08:22:24,2025-04-16 08:22:24
14503,446,2025-06-21 14:50:14,Pending,Debit Card,Next Day,20.74,271.71,0.0,3688.85,2025-06-21 14:50:14,2025-06-21 14:50:14
14504,1821,2025-08-27 18:17:27,Pending,Gift Card,Standard,0.0,396.22,40.33,5308.65,2025-08-27 18:17:27,2025-08-27 18:17:27
14505,833,2025-09-29 22:13:49,Completed,Credit Card,Express,24.37,190.12,0.0,2591.0,2025-09-29 22:13:49,2025-09-29 22:13:49
14506,3633,2025-06-12 16:19:38,Completed,Credit Card,Next Day,16.84,284.01,0.0,3851.02,2025-06-12 16:19:38,2025-06-12 16:19:38
14507,2769,2025-05-04 02:23:54,Completed,Debit Card,Next Day,4.11,228.04,31.54,3051.13,2025-05-04 02:23:54,2025-05-04 02:23:54
14508,3571,2025-03-30 01:38:23,Cancelled,PayPal,Next Day,6.4,354.3,0.0,4789.39,2025-03-30 01:38:23,2025-03-30 01:38:23
14509,2468,2025-07-05 21:10:10,Completed,Debit Card,Next Day,8.65,110.92,10.62,1495.42,2025-07-05 21:10:10,2025-07-05 21:10:10
14510,2764,2025-12-26 10:58:00,Completed,Credit Card,Express,17.4,0.84,31.51,-2.75,2025-12-26 10:58:00,2025-12-26 10:58:00
14511,1986,2025-06-05 17:35:09,Completed,PayPal,Express,3.61,323.01,35.92,4328.31,2025-06-05 17:35:09,2025-06-05 17:35:09
14512,4545,2025-12-20 00:55:34,Completed,PayPal,Next Day,15.4,33.16,0.0,463.07,2025-12-20 00:55:34,2025-12-20 00:55:34
14513,2232,2025-09-22 10:45:37,Pending,Gift Card,Express,10.93,147.01,0.0,1995.53,2025-09-22 10:45:37,2025-09-22 10:45:37
14514,1002,2025-03-17 06:35:41,Completed,Debit Card,Next Day,2.93,303.99,0.0,4106.85,2025-03-17 06:35:41,2025-03-17 06:35:41
14515,4407,2025-12-05 18:04:40,Completed,Credit Card,Next Day,0.21,97.36,0.0,1314.63,2025-12-05 18:04:40,2025-12-05 18:04:40
14516,872,2025-05-06 01:42:52,Completed,PayPal,Next Day,19.82,133.86,11.47,1815.49,2025-05-06 01:42:52,2025-05-06 01:42:52
14517,2030,2025-09-04 11:36:28,Completed,Credit Card,Next Day,21.56,125.94,0.0,1721.7,2025-09-04 11:36:28,2025-09-04 11:36:28
14518,3525,2025-08-29 19:15:29,Completed,Gift Card,Standard,9.22,71.9,0.0,979.84,2025-08-29 19:15:29,2025-08-29 19:15:29
14519,3435,2025-07-17 15:50:24,Completed,PayPal,Next Day,20.28,225.6,16.1,3049.83,2025-07-17 15:50:24,2025-07-17 15:50:24
14520,2050,2025-06-27 12:17:51,Completed,Debit Card,Standard,18.07,275.43,21.79,3714.61,2025-06-27 12:17:51,2025-06-27 12:17:51
14521,2546,2025-04-13 03:12:42,Completed,Debit Card,Express,20.15,103.94,0.0,1423.31,2025-04-13 03:12:42,2025-04-13 03:12:42
14522,3546,2025-03-26 08:57:44,Completed,Gift Card,Standard,1.59,141.11,0.0,1906.52,2025-03-26 08:57:44,2025-03-26 08:57:44
14523,1218,2025-05-13 12:32:56,Completed,PayPal,Next Day,9.69,402.88,0.0,5448.61,2025-05-13 12:32:56,2025-05-13 12:32:56
14524,726,2025-09-20 23:51:28,Completed,Gift Card,Next Day,23.48,63.93,12.2,874.32,2025-09-20 23:51:28,2025-09-20 23:51:28
14525,3435,2025-03-31 02:51:37,Completed,Credit Card,Standard,10.85,55.15,0.0,755.39,2025-03-31 02:51:37,2025-03-31 02:51:37
14526,1440,2025-07-03 23:55:05,Completed,Gift Card,Next Day,18.53,15.3,37.28,187.81,2025-07-03 23:55:05,2025-07-03 23:55:05
14527,4210,2025-09-12 12:51:55,Completed,Debit Card,Express,18.42,282.9,0.0,3837.56,2025-09-12 12:51:55,2025-09-12 12:51:55
14528,3661,2025-02-03 10:59:14,Completed,Credit Card,Standard,15.98,161.1,0.0,2190.89,2025-02-03 10:59:14,2025-02-03 10:59:14
14529,2426,2025-11-04 23:41:18,Pending,Credit Card,Standard,4.72,15.3,0.0,211.28,2025-11-04 23:41:18,2025-11-04 23:41:18
14530,4921,2025-05-28 05:57:41,Completed,Credit Card,Standard,5.61,298.89,0.0,4040.63,2025-05-28 05:57:41,2025-05-28 05:57:41
14531,4010,2025-07-19 15:32:00,Completed,PayPal,Next Day,13.49,70.95,8.66,962.71,2025-07-19 15:32:00,2025-07-19 15:32:00
14532,1428,2025-06-29 20:44:02,Cancelled,PayPal,Standard,13.32,207.13,0.0,2809.56,2025-06-29 20:44:02,2025-06-29 20:44:02
14533,1725,2026-01-15 21:33:10,Pending,Credit Card,Express,1.92,349.13,0.0,4715.12,2026-01-15 21:33:10,2026-01-15 21:33:10
14534,2092,2025-07-17 01:51:34,Completed,Gift Card,Express,19.11,505.72,0.0,6846.29,2025-07-17 01:51:34,2025-07-17 01:51:34
14535,3472,2025-11-01 17:49:07,Completed,Credit Card,Standard,19.56,220.91,49.31,2952.56,2025-11-01 17:49:07,2025-11-01 17:49:07
14536,1055,2025-04-05 04:50:01,Returned,Credit Card,Next Day,23.38,456.3,0.0,6183.48,2025-04-05 04:50:01,2025-04-05 04:50:01
14537,3291,2025-09-30 11:56:34,Completed,Debit Card,Standard,21.46,487.29,0.0,6599.89,2025-09-30 11:56:34,2025-09-30 11:56:34
14538,3523,2025-11-15 09:42:19,Completed,Gift Card,Standard,11.02,364.15,0.0,4926.99,2025-11-15 09:42:19,2025-11-15 09:42:19
14539,1763,2025-05-16 11:00:04,Completed,Gift Card,Express,2.95,381.27,23.27,5126.87,2025-05-16 11:00:04,2025-05-16 11:00:04
14540,4093,2025-03-18 11:37:21,Pending,Gift Card,Next Day,16.55,324.71,28.46,4371.65,2025-03-18 11:37:21,2025-03-18 11:37:21
14541,1365,2025-02-02 09:45:55,Completed,Debit Card,Next Day,10.52,435.34,0.0,5887.62,2025-02-02 09:45:55,2025-02-02 09:45:55
14542,2263,2025-10-16 03:43:00,Returned,Debit Card,Express,18.18,320.57,0.0,4345.84,2025-10-16 03:43:00,2025-10-16 03:43:00
14543,3134,2025-09-09 18:23:42,Pending,Gift Card,Express,9.05,30.67,0.0,423.09,2025-09-09 18:23:42,2025-09-09 18:23:42
14544,1636,2025-12-11 02:53:25,Returned,Gift Card,Next Day,16.83,69.81,40.99,918.27,2025-12-11 02:53:25,2025-12-11 02:53:25
14545,441,2025-10-11 23:50:59,Completed,Credit Card,Next Day,20.18,413.13,20.0,5577.47,2025-10-11 23:50:59,2025-10-11 23:50:59
14546,4359,2025-08-26 05:25:50,Completed,Debit Card,Standard,1.61,218.54,0.0,2951.91,2025-08-26 05:25:50,2025-08-26 05:25:50
14547,869,2025-04-28 13:32:02,Completed,Gift Card,Express,15.87,610.81,0.0,8261.79,2025-04-28 13:32:02,2025-04-28 13:32:02
14548,3274,2025-04-27 19:47:12,Completed,PayPal,Next Day,12.45,341.61,0.0,4624.18,2025-04-27 19:47:12,2025-04-27 19:47:12
14549,623,2025-12-22 02:15:46,Completed,Credit Card,Express,20.39,413.37,0.0,5600.91,2025-12-22 02:15:46,2025-12-22 02:15:46
14550,4300,2025-03-03 14:51:02,Completed,Debit Card,Next Day,1.48,2.18,34.38,-3.46,2025-03-03 14:51:02,2025-03-03 14:51:02
14551,2082,2025-02-04 22:43:14,Completed,Credit Card,Standard,18.17,200.52,0.0,2725.21,2025-02-04 22:43:14,2025-02-04 22:43:14
14552,2483,2025-03-29 17:29:15,Completed,Debit Card,Express,19.18,149.52,0.0,2037.64,2025-03-29 17:29:15,2025-03-29 17:29:15
14553,3386,2026-01-04 03:33:24,Completed,Debit Card,Express,16.13,247.24,39.21,3314.61,2026-01-04 03:33:24,2026-01-04 03:33:24
14554,1763,2025-03-01 22:40:43,Completed,Gift Card,Next Day,8.99,171.64,35.44,2290.75,2025-03-01 22:40:43,2025-03-01 22:40:43
14555,3566,2025-07-06 07:23:02,Completed,PayPal,Express,15.89,222.2,0.0,3015.61,2025-07-06 07:23:02,2025-07-06 07:23:02
14556,790,2025-03-20 21:24:03,Completed,Debit Card,Express,4.02,321.02,0.0,4337.83,2025-03-20 21:24:03,2025-03-20 21:24:03
14557,1360,2025-05-17 04:48:24,Completed,Credit Card,Express,22.46,174.01,13.81,2357.81,2025-05-17 04:48:24,2025-05-17 04:48:24
14558,422,2025-09-25 09:50:39,Completed,Gift Card,Next Day,12.54,356.49,30.95,4794.23,2025-09-25 09:50:39,2025-09-25 09:50:39
14559,786,2025-10-29 03:16:23,Completed,Gift Card,Standard,11.67,219.26,0.0,2971.67,2025-10-29 03:16:23,2025-10-29 03:16:23
14560,603,2026-02-01 04:40:04,Completed,Gift Card,Standard,13.52,384.15,0.0,5199.57,2026-02-01 04:40:04,2026-02-01 04:40:04
14561,2284,2025-04-04 17:44:51,Completed,Gift Card,Next Day,24.32,438.9,29.0,5920.42,2025-04-04 17:44:51,2025-04-04 17:44:51
